	word	gold	gru pred	earlyBoundary	lateBoundary	missedBoundary	addedBoundary	totalErrors
872	liza	/1 i/0 z/1 a/0	l/1 i/0 Z/0 a/0	0	0	1	0	1
873	contentment	c/1 o/0 n/0 t/1 e/0 n/0 t/0 m/1 e/0 n/0 t/0	c/1 o/0 n/0 t/1 e/0 n/0 T/1 m/1 e/0 n/0 t/0	0	0	0	1	1
874	spicy	s/1 p/0 i/0 c/0 y/1	s/1 p/0 i/0 c/0 Y/0	0	0	1	0	1
875	cairn	c/1 a/0 i/0 r/0 n/0	c/1 a/0 i/0 r/0 N/1	0	0	0	1	1
876	zing	z/1 i/0 n/0 g/0	z/1 i/0 n/0 G/1	0	0	0	1	1
877	hirsute	h/1 i/0 r/0 s/1 u/0 t/0 e/0	h/1 i/0 r/0 S/0 u/0 t/0 e/0	0	0	1	0	1
878	prudent	p/1 r/0 u/0 d/1 e/0 n/0 t/0	p/1 r/0 u/0 d/1 e/0 n/0 T/1	0	0	0	1	1
879	sentient	s/1 e/0 n/0 t/1 i/0 e/1 n/0 t/0	s/1 e/0 n/0 t/1 i/0 E/0 n/0 t/0	0	0	1	0	1
880	ermatology	/1 e/0 r/0 m/1 a/0 t/1 o/0 l/0 o/1 g/1 y/0	/1 e/0 R/1 m/1 a/0 T/0 o/0 l/0 O/0 g/1 y/0	0	1	1	0	2
881	maritime	m/1 a/0 r/0 i/1 t/1 i/0 m/0 e/0	m/1 a/0 r/0 I/0 t/1 i/0 M/1 e/0	0	1	0	0	1
882	misguide	m/1 i/0 s/0 g/1 u/0 i/0 d/0 e/1 d/0	m/1 i/0 s/0 g/1 u/0 i/0 d/0 E/0 d/0	0	0	1	0	1
883	ns	/1 o/0 w/0 n/0 s/0	/1 o/0 w/0 n/0 S/1	0	0	0	1	1
884	magnificence	m/1 a/0 g/0 n/1 i/0 f/0 i/1 c/1 e/0 n/0 c/0 e/0	m/1 a/0 g/0 n/1 i/0 F/1 I/0 c/1 e/0 n/0 c/0 e/0	1	0	0	0	1
885	equivalently	e/1 q/1 u/0 i/0 v/0 a/1 l/1 e/0 n/0 t/0 l/1 y/0	/1 q/1 u/0 i/0 V/1 A/0 l/1 e/0 n/0 t/0 l/1 y/0	1	0	0	0	1
886	indigestion	i/1 n/0 d/1 i/0 g/1 e/0 s/0 t/1 i/0 o/0 n/0	i/1 n/0 d/1 i/0 g/1 e/0 s/0 T/0 i/0 o/0 n/0	0	0	1	0	1
887	perishable	p/1 e/0 r/0 i/1 s/0 h/0 a/1 b/1 l/0 e/0	p/1 e/0 r/0 I/0 s/0 h/0 A/0 b/1 l/0 e/0	0	1	1	0	2
888	characterise	c/1 h/0 a/0 r/0 a/1 c/0 t/1 e/0 r/0 i/1 s/0 e/0 d/0	c/1 h/0 a/0 r/0 a/1 c/0 t/1 e/0 r/0 I/0 s/0 e/0 d/0	0	0	1	0	1
889	privacy	p/1 r/0 i/0 v/1 a/0 c/1 y/0	p/1 r/0 i/0 V/0 a/0 c/1 y/0	0	0	1	0	1
890	musically	m/1 u/0 s/1 i/0 c/1 a/0 l/0 l/1 y/0	m/1 u/0 S/0 i/0 C/0 a/0 l/0 l/1 y/0	0	0	2	0	2
891	igest	/1 i/0 g/1 e/0 s/0 t/0	/1 i/0 G/0 e/0 s/0 T/1	0	0	1	0	1
892	placental	p/1 l/0 a/0 c/1 e/0 n/0 t/1 a/0 l/0	p/1 l/0 a/0 C/0 e/0 n/0 T/0 a/0 l/0	0	0	2	0	2
893	armament	a/1 r/0 m/1 a/0 m/1 e/0 n/0 t/0	a/1 r/0 m/1 a/0 M/0 e/0 n/0 T/1	0	0	1	0	1
894	paves	p/1 a/0 v/1 e/0 s/0	p/1 a/0 V/0 E/1 s/0	0	1	0	0	1
895	n	r/1 o/0 n/0 d/1 o/0	/1 o/0 n/0 D/0 o/0	0	0	1	0	1
896	tanke	t/1 a/0 n/0 k/0 e/1 r/0	t/1 a/0 n/0 k/0 E/0 r/0	0	0	1	0	1
897	heretical	h/1 e/0 r/1 e/0 t/0 i/1 c/1 a/0 l/0	h/1 e/0 R/0 e/0 T/1 I/0 C/0 a/0 l/0	1	0	2	0	3
898	visage	v/1 i/0 s/0 a/1 g/0 e/0	v/1 i/0 s/0 A/0 g/0 e/0	0	0	1	0	1
899	enormalization	r/1 e/0 n/1 o/0 r/0 m/1 a/0 l/0 i/1 z/1 a/0 t/1 i/0 o/0 n/0	/1 e/0 N/0 O/1 r/0 m/1 a/0 l/0 i/1 Z/0 a/0 t/1 i/0 o/0 n/0	1	1	0	0	2
900	stove	s/1 t/0 o/0 v/0 e/0	s/1 t/0 o/0 v/0 E/1	0	0	0	1	1
901	michigan	m/1 i/0 c/0 h/0 i/1 g/1 a/0 n/0	m/1 i/0 C/1 h/0 I/0 G/0 a/0 n/0	0	0	2	0	2
902	crumble	c/1 r/0 u/0 m/0 b/1 l/0 e/0	c/1 r/0 u/0 m/0 B/0 l/0 e/0	0	0	1	0	1
903	trustworthiness	t/1 r/0 u/0 s/0 t/0 w/1 o/0 r/0 t/1 h/0 i/0 n/1 e/0 s/0 s/0	t/1 r/0 u/0 s/0 t/0 w/1 o/0 r/0 T/0 h/0 i/0 N/0 e/0 s/0 s/0	0	0	2	0	2
904	naile	n/1 a/0 i/0 l/0 e/1 r/0	n/1 a/0 i/0 l/0 E/0 r/0	0	0	1	0	1
905	ejaculating	e/1 j/1 a/0 c/0 u/1 l/1 a/0 t/0 i/1 n/0 g/0	/1 j/1 a/0 c/0 u/1 l/1 a/0 t/0 I/0 n/0 g/0	0	0	1	0	1
906	spiral	s/1 p/0 i/0 r/0 a/1 l/0	s/1 p/0 i/0 r/0 A/0 l/0	0	0	1	0	1
907	maturity	m/1 a/0 t/1 u/0 r/0 i/1 t/1 y/0	m/1 a/0 t/1 u/0 r/0 I/0 t/1 y/0	0	1	0	0	1
908	eposition	r/1 e/0 p/1 o/0 s/1 i/0 t/1 i/0 o/0 n/0	/1 e/0 p/1 o/0 S/0 i/0 t/1 i/0 o/0 n/0	0	0	1	0	1
909	apples	a/1 p/0 p/1 l/0 e/0 s/0	a/1 p/0 p/1 l/0 e/0 S/1	0	0	0	1	1
910	yell	y/1 e/0 l/0 l/0	y/1 e/0 l/0 L/1	0	0	0	1	1
911	shamanism	s/1 h/0 a/0 m/1 a/0 n/0 i/1 s/0 m/0	s/1 h/0 a/0 M/0 a/0 n/0 i/1 s/0 m/0	0	0	1	0	1
912	calenda	c/1 a/0 l/0 e/1 n/0 d/1 a/0 r/0	c/1 a/0 l/0 E/0 n/0 D/0 a/0 r/0	0	0	2	0	2
913	premature	p/1 r/0 e/0 m/0 a/1 t/1 u/0 r/0 e/0	p/1 r/0 e/0 m/0 A/0 T/0 u/0 r/0 e/0	0	0	2	0	2
914	accrue	a/1 c/0 c/1 r/0 u/0 e/0 d/0	a/1 c/0 c/1 r/0 u/0 E/1 d/0	0	0	0	1	1
915	graciously	g/1 r/0 a/0 c/1 i/0 o/0 u/0 s/0 l/1 y/0	g/1 r/0 a/0 C/0 i/0 o/0 u/0 s/0 l/1 y/0	0	0	1	0	1
916	enlarge	e/1 n/0 l/1 a/0 r/0 g/0 e/1 r/0	/1 n/0 l/1 a/0 r/0 g/0 E/0 r/0	0	0	1	0	1
917	midsumme	m/1 i/0 d/0 s/1 u/0 m/0 m/1 e/0 r/0	m/1 i/0 d/0 S/0 u/0 m/0 m/1 e/0 r/0	0	0	1	0	1
918	elsewhere	e/1 l/0 s/0 e/0 w/1 h/0 e/0 r/0 e/0	/1 L/1 s/0 e/0 w/1 h/0 e/0 r/0 e/0	0	0	0	1	1
919	isle	i/1 s/0 l/0 e/0	i/1 S/1 L/1 e/0	0	0	0	2	2
920	istributable	/1 i/0 s/0 t/1 r/0 i/0 b/0 u/1 t/0 a/1 b/1 l/0 e/0	/1 i/0 s/0 t/1 r/0 i/0 b/0 u/1 t/0 A/0 b/1 l/0 e/0	0	1	0	0	1
921	acquaintance	a/1 c/0 q/1 u/0 a/0 i/0 n/0 t/0 a/1 n/0 c/0 e/0	a/1 c/0 q/1 u/0 a/0 i/0 n/0 t/0 A/0 n/0 c/0 e/0	0	0	1	0	1
922	eputable	r/1 e/0 p/0 u/1 t/1 a/0 b/1 l/0 e/0	/1 e/0 P/1 U/0 T/0 a/0 b/1 l/0 e/0	1	0	1	0	2
923	legally	/1 e/0 g/1 a/0 l/0 l/1 y/0	l/1 e/0 G/0 a/0 l/0 l/1 y/0	0	0	1	0	1
924	incest	i/1 n/0 c/1 e/0 s/0 t/0	i/1 n/0 c/1 e/0 s/0 T/1	0	0	0	1	1
925	heuristic	h/1 e/0 u/0 r/1 i/0 s/0 t/1 i/0 c/0	h/1 e/0 u/0 r/1 i/0 s/0 T/0 i/0 c/0	0	0	1	0	1
926	collusion	c/1 o/0 l/0 l/1 u/0 s/1 i/0 o/0 n/0	c/1 o/0 l/0 l/1 u/0 S/0 i/0 o/0 n/0	0	0	1	0	1
927	ethnically	e/1 t/0 h/0 n/1 i/0 c/1 a/0 l/0 l/1 y/0	/1 t/0 h/0 n/1 i/0 C/0 a/0 l/0 l/1 y/0	0	0	1	0	1
928	insect	i/1 n/0 s/1 e/0 c/0 t/0	i/1 n/0 s/1 e/0 c/0 T/1	0	0	0	1	1
929	atch	w/1 a/0 t/0 c/0 h/0	w/1 a/0 T/1 c/0 h/0	0	0	0	1	1
930	extinguishe	e/1 x/0 t/1 i/0 n/0 g/1 u/0 i/0 s/0 h/0 e/1 r/0	/1 x/0 t/1 i/0 n/0 g/1 u/0 i/0 s/0 h/0 E/0 r/0	0	0	1	0	1
931	true	t/1 r/0 u/0 e/1 r/0	t/1 r/0 u/0 E/0 r/0	0	0	1	0	1
932	ielectric	/1 i/0 e/1 l/1 e/0 c/0 t/1 r/0 i/0 c/0	/1 i/0 e/1 L/0 E/1 c/0 t/1 r/0 i/0 C/1	1	0	0	1	2
933	erogation	/1 e/0 r/0 o/1 g/1 a/0 t/1 i/0 o/0 n/0	/1 e/0 R/1 O/0 G/0 a/0 t/1 i/0 o/0 n/0	1	0	1	0	2
934	humiliate	h/1 u/0 m/1 i/0 l/0 i/1 a/1 t/0 e/1 d/0	h/1 u/0 m/1 i/0 l/0 i/1 A/0 t/0 E/0 d/0	1	0	1	0	2
935	isturbance	/1 i/0 s/0 t/1 u/0 r/0 b/0 a/1 n/0 c/0 e/0	/1 i/0 s/0 t/1 u/0 r/0 b/0 A/0 n/0 c/0 e/0	0	0	1	0	1
936	funniest	f/1 u/0 n/0 n/1 i/0 e/1 s/0 t/0	f/1 u/0 n/0 n/1 i/0 E/0 s/0 t/0	0	0	1	0	1
937	blasphemy	b/1 l/0 a/0 s/0 p/1 h/0 e/0 m/1 y/0	b/1 l/0 a/0 s/0 P/0 h/0 e/0 M/0 y/0	0	0	2	0	2
938	awe	a/1 w/0 e/0	a/1 W/1 e/0	0	0	0	1	1
939	etrieving	r/1 e/0 t/1 r/0 i/0 e/0 v/0 i/1 n/0 g/0	/1 e/0 t/1 R/1 i/0 e/0 v/0 i/1 n/0 g/0	0	0	0	1	1
940	swastika	s/1 w/0 a/0 s/0 t/1 i/0 k/1 a/0	s/1 w/0 a/0 s/0 T/0 I/1 K/0 a/0	1	1	0	0	2
941	agave	a/1 g/1 a/0 v/1 e/0	a/1 g/1 a/0 V/0 e/0	0	0	1	0	1
942	ilatation	/1 i/0 l/0 a/1 t/1 a/0 t/1 i/0 o/0 n/0	/1 i/0 L/1 A/0 T/0 a/0 t/1 i/0 o/0 n/0	1	0	1	0	2
943	coincide	c/1 o/0 i/1 n/0 c/1 i/0 d/0 e/1 d/0	c/1 o/0 I/0 n/0 c/1 i/0 d/0 E/0 d/0	0	0	2	0	2
944	magnesium	m/1 a/0 g/0 n/1 e/0 s/1 i/0 u/1 m/0	m/1 a/0 g/0 n/1 e/0 S/0 i/0 u/1 m/0	0	0	1	0	1
945	attempt	a/1 t/0 t/1 e/0 m/0 p/0 t/0	a/1 t/0 t/1 e/0 m/0 P/1 t/0	0	0	0	1	1
946	impediment	i/1 m/0 p/1 e/0 d/0 i/1 m/1 e/0 n/0 t/0	i/1 m/0 p/1 e/0 d/0 I/0 m/1 e/0 n/0 T/1	0	1	0	0	1
947	adjacent	a/1 d/0 j/1 a/0 c/1 e/0 n/0 t/0	a/1 d/0 j/1 a/0 C/0 e/0 n/0 t/0	0	0	1	0	1
948	piece	p/1 i/0 e/0 c/0 e/0	p/1 i/0 E/1 c/0 e/0	0	0	0	1	1
949	el	r/1 e/0 l/0	/1 e/0 L/1	0	0	0	1	1
950	papaya	p/1 a/0 p/1 a/0 y/1 a/0	p/1 a/0 p/1 a/0 Y/0 A/1	0	1	0	0	1
951	mammalian	m/1 a/0 m/0 m/1 a/0 l/1 i/0 a/1 n/0	m/1 a/0 m/0 m/1 a/0 L/0 I/1 A/0 n/0	1	1	0	0	2
952	extracellula	e/1 x/0 t/1 r/0 a/0 c/1 e/0 l/0 l/1 u/0 l/1 a/0 r/0	/1 x/0 t/1 r/0 a/0 C/0 e/0 L/1 l/1 u/0 l/1 a/0 r/0	0	0	1	0	1
953	approving	a/1 p/0 p/1 r/0 o/0 v/0 i/1 n/0 g/0	a/1 p/0 p/1 r/0 o/0 V/1 I/0 n/0 g/0	1	0	0	0	1
954	kahuna	k/1 a/0 h/1 u/0 n/1 a/0	k/1 a/0 h/1 u/0 N/0 a/0	0	0	1	0	1
955	eferring	r/1 e/0 f/1 e/0 r/0 r/1 i/0 n/0 g/0	/1 e/0 f/1 E/1 r/0 r/1 i/0 n/0 g/0	0	0	0	1	1
956	chiropract	c/1 h/0 i/0 r/1 o/0 p/1 r/0 a/0 c/0 t/1 o/0 r/0	c/1 h/0 i/0 R/0 o/0 p/1 r/0 a/0 c/0 t/1 o/0 r/0	0	0	1	0	1
957	hammock	h/1 a/0 m/0 m/1 o/0 c/0 k/0	h/1 a/0 m/0 m/1 o/0 C/1 k/0	0	0	0	1	1
958	z	z/1 o/0 o/0	z/1 o/0 O/1	0	0	0	1	1
959	irty	/1 i/0 r/0 t/0 y/1	/1 i/0 R/1 T/1 Y/0	1	0	0	1	2
960	tabula	t/1 a/0 b/0 u/1 l/1 a/0 r/0	t/1 a/0 B/1 u/1 l/1 a/0 r/0	0	0	0	1	1
961	ept	w/1 e/0 p/0 t/0	w/1 e/0 p/0 T/1	0	0	0	1	1
962	practice	p/1 r/0 a/0 c/0 t/1 i/0 c/0 e/0	p/1 r/0 a/0 c/0 t/1 i/0 C/1 e/0	0	0	0	1	1
963	underpinne	u/1 n/0 d/1 e/0 r/0 p/1 i/0 n/0 n/0 e/0 d/0	u/1 n/0 d/1 e/0 r/0 p/1 i/0 n/0 N/1 e/0 d/0	0	0	0	1	1
964	apart	a/1 p/1 a/0 r/0 t/0	a/1 P/0 a/0 r/0 t/0	1	0	0	0	1
965	uke	u/1 k/0 e/0	u/1 K/1 e/0	0	0	0	1	1
966	using	r/1 o/0 u/0 s/0 i/1 n/0 g/0	/1 o/0 u/0 s/0 I/0 n/0 g/0	0	0	1	0	1
967	metronome	m/1 e/0 t/0 r/1 o/0 n/1 o/0 m/0 e/0	m/1 e/0 t/0 r/1 o/0 N/0 O/1 m/0 e/0	0	1	0	0	1
968	accident	a/1 c/0 c/1 i/0 d/1 e/0 n/0 t/0	a/1 c/0 c/1 i/0 D/0 e/0 n/0 T/1	0	0	1	0	1
969	biogeography	b/1 i/0 o/1 g/1 e/0 o/1 g/0 r/1 a/0 p/1 h/0 y/0	b/1 i/0 o/1 g/1 e/0 o/1 g/0 r/1 a/0 P/0 h/0 y/0	0	0	1	0	1
970	intertidal	i/1 n/0 t/1 e/0 r/0 t/1 i/0 d/0 a/1 l/0	i/1 n/0 t/1 e/0 r/0 t/1 i/0 d/0 A/0 l/0	0	0	1	0	1
971	troll	t/1 r/0 o/0 l/0 l/0	t/1 r/0 o/0 l/0 L/1	0	0	0	1	1
972	probe	p/1 r/0 o/0 b/0 e/0	p/1 r/0 o/0 b/0 E/1	0	0	0	1	1
973	locke	/1 o/0 c/0 k/0 e/1 r/0	l/1 o/0 C/1 k/0 e/1 r/0	0	0	0	1	1
974	transmission	t/1 r/0 a/0 n/0 s/0 m/1 i/0 s/0 s/1 i/0 o/0 n/0	t/1 r/0 a/0 n/0 s/0 m/1 i/0 s/0 S/0 i/0 o/0 n/0	0	0	1	0	1
975	cement	c/1 e/0 m/1 e/0 n/0 t/0	c/1 e/0 M/0 E/1 n/0 T/1	0	1	0	1	2
976	association	a/1 s/0 s/1 o/0 c/1 i/0 a/1 t/1 i/0 o/0 n/0	a/1 s/0 s/1 o/0 c/1 i/0 A/0 T/0 i/0 o/0 n/0	0	0	2	0	2
977	peculiarly	p/1 e/0 c/1 u/0 l/1 i/0 a/0 r/0 l/1 y/0	p/1 e/0 C/0 u/0 l/1 i/0 a/0 r/0 l/1 y/0	0	0	1	0	1
978	baton	b/1 a/0 t/1 o/0 n/0	b/1 a/0 T/0 o/0 n/0	0	0	1	0	1
979	priming	p/1 r/0 i/0 m/0 i/1 n/0 g/0	p/1 r/0 i/0 M/1 i/1 N/1 g/0	0	0	0	2	2
980	flaps	f/1 l/0 a/0 p/0 s/0	f/1 l/0 a/0 p/0 S/1	0	0	0	1	1
981	finde	f/1 i/0 n/0 d/0 e/1 r/0	f/1 i/0 n/0 d/0 E/0 r/0	0	0	1	0	1
982	jazzy	j/1 a/0 z/0 z/0 y/1	j/1 a/0 z/0 z/0 Y/0	0	0	1	0	1
983	len	/1 e/0 n/1 o/0	l/1 e/0 N/0 o/0	0	0	1	0	1
984	atelie	a/1 t/0 e/1 l/0 i/1 e/0 r/0	a/1 t/0 E/0 L/1 I/0 e/0 r/0	1	1	0	0	2
985	prose	p/1 r/0 o/0 s/0 e/0	p/1 r/0 o/0 s/0 E/1	0	0	0	1	1
986	privately	p/1 r/0 i/0 v/1 a/0 t/0 e/0 l/1 y/0	p/1 r/0 i/0 V/0 a/0 T/1 e/0 l/1 y/0	0	0	1	0	1
987	munitions	m/1 u/0 n/1 i/0 t/1 i/0 o/0 n/0 s/0	m/1 u/0 N/0 i/0 t/1 i/0 o/0 n/0 S/1	0	0	1	0	1
988	zirconium	z/1 i/0 r/0 c/1 o/0 n/1 i/0 u/1 m/0	z/1 i/0 r/0 c/1 o/0 N/0 I/1 u/1 m/0	0	1	0	0	1
989	inery	w/1 i/0 n/0 e/1 r/0 y/1	w/1 i/0 n/0 E/0 r/0 y/1	0	0	1	0	1
990	accessory	a/1 c/0 c/1 e/0 s/0 s/1 o/0 r/1 y/0	a/1 c/0 c/1 e/0 s/0 s/1 o/0 R/0 y/0	0	0	1	0	1
991	instructions	i/1 n/0 s/1 t/0 r/0 u/0 c/0 t/1 i/0 o/0 n/0 s/0	i/1 n/0 s/1 t/0 r/0 u/0 c/0 t/1 i/0 o/0 n/0 S/1	0	0	0	1	1
992	before	b/1 e/0 f/1 o/0 r/0 e/0	b/1 e/0 F/0 o/0 r/0 e/0	0	0	1	0	1
993	issuing	i/1 s/0 s/1 u/0 i/1 n/0 g/0	i/1 S/1 s/1 u/0 i/1 n/0 g/0	0	0	0	1	1
994	promontory	p/1 r/0 o/0 m/0 o/1 n/0 t/1 o/0 r/1 y/0	p/1 r/0 o/0 M/1 O/0 n/0 t/1 o/0 R/0 y/0	1	0	1	0	2
995	travele	t/1 r/0 a/0 v/0 e/1 l/0 e/1 r/0	t/1 r/0 a/0 v/0 e/1 l/0 E/0 r/0	0	0	1	0	1
996	thorium	t/1 h/0 o/0 r/1 i/0 u/1 m/0	t/1 h/0 o/0 R/0 i/0 u/1 m/0	0	0	1	0	1
997	cardinal	c/1 a/0 r/0 d/1 i/0 n/1 a/0 l/0	c/1 a/0 r/0 d/1 i/0 N/0 a/0 l/0	0	0	1	0	1
998	curing	c/1 u/0 r/0 i/1 n/0 g/0	c/1 u/0 r/0 I/0 n/0 g/0	0	0	1	0	1
999	modelle	m/1 o/0 d/0 e/1 l/0 l/0 e/0 d/0	m/1 o/0 d/0 e/1 l/0 L/1 e/0 d/0	0	0	0	1	1
1000	isplacing	/1 i/0 s/0 p/1 l/0 a/0 c/0 i/1 n/0 g/0	/1 i/0 s/0 p/1 l/0 a/0 c/0 I/0 n/0 g/0	0	0	1	0	1
1001	trendy	t/1 r/0 e/0 n/0 d/0 y/1	t/1 r/0 e/0 n/0 d/0 Y/0	0	0	1	0	1
1002	pandora	p/1 a/0 n/0 d/1 o/0 r/1 a/0	p/1 a/0 n/0 d/1 o/0 R/0 a/0	0	0	1	0	1
1003	computation	c/1 o/0 m/0 p/1 u/0 t/1 a/0 t/1 i/0 o/0 n/0	c/1 o/0 m/0 p/1 u/0 T/0 A/1 t/1 i/0 o/0 n/0	0	1	0	0	1
1004	emuneration	r/1 e/0 m/1 u/0 n/1 e/0 r/0 a/1 t/1 i/0 o/0 n/0	/1 e/0 m/1 u/0 N/0 e/0 r/0 a/1 T/0 i/0 o/0 n/0	1	0	1	0	2
1005	pu	p/1 u/0 r/0 r/0	p/1 u/0 r/0 R/1	0	0	0	1	1
1006	ei	w/1 e/0 i/0 r/0 d/0 o/1	w/1 e/0 i/0 r/0 d/0 O/0	0	0	1	0	1
1007	bunting	b/1 u/0 n/0 t/0 i/1 n/0 g/0	b/1 u/0 n/0 T/1 I/0 n/0 g/0	1	0	0	0	1
1008	embolism	e/1 m/0 b/1 o/0 l/1 i/0 s/0 m/0	/1 m/0 b/1 o/0 L/0 I/1 s/0 m/0	0	1	0	0	1
1009	encode	e/1 n/0 c/1 o/0 d/0 e/1 d/0	/1 n/0 c/1 o/0 d/0 E/0 d/0	0	0	1	0	1
1010	centralization	c/1 e/0 n/0 t/1 r/0 a/0 l/0 i/1 z/1 a/0 t/1 i/0 o/0 n/0	c/1 e/0 n/0 t/1 r/0 a/0 l/0 i/1 Z/0 a/0 t/1 i/0 o/0 n/0	1	0	0	0	1
1011	thirteen	t/1 h/0 i/0 r/0 t/1 e/0 e/0 n/0	t/1 h/0 i/0 r/0 T/0 E/1 e/0 n/0	0	1	0	0	1
1012	preferential	p/1 r/0 e/0 f/0 e/1 r/0 e/1 n/0 t/1 i/0 a/0 l/0	p/1 r/0 e/0 F/1 e/1 r/0 e/1 n/0 T/0 i/0 a/0 l/0	0	0	1	0	1
1013	newly	n/1 e/0 w/0 l/1 y/0	n/1 e/0 w/0 L/0 y/0	0	0	1	0	1
1014	elastome	e/1 l/1 a/0 s/0 t/1 o/0 m/1 e/0 r/0	/1 l/1 a/0 s/0 t/1 o/0 M/0 e/0 r/0	0	0	1	0	1
1015	monotonous	m/1 o/0 n/1 o/0 t/0 o/1 n/1 o/0 u/0 s/0	m/1 o/0 N/0 O/1 T/1 O/0 N/0 O/1 u/0 s/0	1	2	0	0	3
1016	iv	/1 i/0 v/0	/1 i/0 V/1	0	0	0	1	1
1017	maile	m/1 a/0 i/0 l/0 e/0 d/0	m/1 a/0 i/0 l/0 E/1 d/0	0	0	0	1	1
1018	capote	c/1 a/0 p/1 o/0 t/0 e/0	c/1 a/0 P/0 o/0 t/0 e/0	0	0	1	0	1
1019	prejudice	p/1 r/0 e/0 j/0 u/1 d/1 i/0 c/0 e/0 d/0	p/1 r/0 e/0 J/1 u/1 d/1 i/0 C/1 e/0 d/0	0	0	0	2	2
1020	hakeem	h/1 a/0 k/1 e/0 e/0 m/0	h/1 a/0 K/0 e/0 e/0 m/0	0	0	1	0	1
1021	esist	/1 e/0 s/1 i/0 s/0 t/0	/1 e/0 s/1 i/0 s/0 T/1	0	0	0	1	1
1022	undresse	u/1 n/0 d/1 r/0 e/0 s/0 s/0 e/0 d/0	u/1 n/0 d/1 r/0 e/0 s/0 s/0 E/1 d/0	0	0	0	1	1
1023	traversal	t/1 r/0 a/0 v/1 e/0 r/0 s/0 a/1 l/0	t/1 r/0 a/0 V/0 E/1 r/0 s/0 A/0 l/0	0	1	1	0	2
1024	tutt	t/1 u/0 t/0 t/1 o/0	t/1 u/0 T/1 t/1 o/0	0	0	0	1	1
1025	mpe	r/1 o/0 m/0 p/0 e/1 r/0	/1 o/0 M/1 p/0 E/0 r/0	0	0	1	0	1
1026	uterus	u/1 t/1 e/0 r/0 u/1 s/0	u/1 t/1 e/0 r/0 U/0 s/0	0	0	1	0	1
1027	procrastination	p/1 r/0 o/0 c/1 r/0 a/0 s/0 t/1 i/0 n/1 a/0 t/1 i/0 o/0 n/0	p/1 r/0 o/0 c/1 r/0 a/0 s/0 t/1 i/0 N/0 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
1028	evote	/1 e/0 v/1 o/0 t/0 e/1 d/0	/1 e/0 v/1 o/0 t/0 E/0 d/0	0	0	1	0	1
1029	colossal	c/1 o/0 l/1 o/0 s/0 s/1 a/0 l/0	c/1 o/0 L/0 O/1 s/0 s/1 a/0 l/0	0	1	0	0	1
1030	spiel	s/1 p/0 i/0 e/0 l/0	s/1 p/0 i/0 E/1 l/0	0	0	0	1	1
1031	bobsle	b/1 o/0 b/0 s/1 l/0 e/0 d/0	b/1 o/0 b/0 S/0 l/0 e/0 d/0	0	0	1	0	1
1032	chin	c/1 h/0 i/0 n/1 o/0	c/1 h/0 i/0 N/0 O/1	0	1	0	0	1
1033	isrespectful	/1 i/0 s/0 r/1 e/0 s/1 p/0 e/0 c/0 t/0 f/1 u/0 l/0	/1 i/0 s/0 r/1 e/0 S/0 p/0 e/0 c/0 T/1 f/1 u/0 l/0	0	0	1	0	1
1034	profile	p/1 r/0 o/0 f/1 i/0 l/0 e/1 r/0	p/1 r/0 o/0 f/1 i/0 l/0 E/0 r/0	0	0	1	0	1
1035	groceries	g/1 r/0 o/0 c/1 e/0 r/0 i/1 e/0 s/0	g/1 r/0 o/0 C/0 e/0 r/0 i/1 e/0 s/0	0	0	1	0	1
1036	aromatic	a/1 r/0 o/1 m/1 a/0 t/0 i/1 c/0	a/1 r/0 O/0 M/0 a/0 t/0 i/1 c/0	0	0	2	0	2
1037	juggernaut	j/1 u/0 g/0 g/1 e/0 r/0 n/1 a/0 u/0 t/0	j/1 u/0 g/0 g/1 e/0 r/0 N/0 a/0 u/0 T/1	0	0	1	0	1
1038	campanile	c/1 a/0 m/0 p/1 a/0 n/1 i/0 l/1 e/0	c/1 a/0 m/0 p/1 a/0 N/0 I/1 L/0 e/0	1	1	0	0	2
1039	igitizing	/1 i/0 g/0 i/1 t/1 i/0 z/0 i/1 n/0 g/0	/1 i/0 g/0 i/1 T/0 i/0 z/0 i/1 n/0 g/0	1	0	0	0	1
1040	biomedical	b/1 i/0 o/1 m/1 e/0 d/0 i/1 c/1 a/0 l/0	b/1 i/0 o/1 m/1 e/0 d/0 I/0 c/1 a/0 l/0	0	1	0	0	1
1041	accompanie	a/1 c/0 c/1 o/0 m/0 p/1 a/0 n/1 i/0 e/0 d/0	a/1 c/0 c/1 o/0 m/0 p/1 a/0 N/0 i/0 e/0 d/0	0	0	1	0	1
1042	linden	/1 i/0 n/0 d/1 e/0 n/0	l/1 i/0 n/0 D/0 e/0 n/0	0	0	1	0	1
1043	saviou	s/1 a/0 v/0 i/1 o/0 u/0 r/0	s/1 a/0 v/0 i/1 O/1 u/0 r/0	0	0	0	1	1
1044	cast	c/1 a/0 s/0 t/1 o/0 r/0	c/1 a/0 s/0 T/0 o/0 r/0	0	0	1	0	1
1045	aversion	a/1 v/1 e/0 r/0 s/1 i/0 o/0 n/0	a/1 v/1 e/0 R/1 s/1 i/0 o/0 n/0	0	0	0	1	1
1046	attestation	a/1 t/0 t/1 e/0 s/0 t/1 a/0 t/1 i/0 o/0 n/0	a/1 t/0 t/1 e/0 s/0 T/0 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
